post_id,post_text,content,index,timeofposting,rideordrive,dateofride,weekdayofride,price,location,destination
,,#drive05152025 DRIVE!! Fremont to Sacramento 11AM $20,612,,0,2025-05-15,Thursday,20,#drive05152025 DRIVE!! Fremont,Sacramento
,,#ride05092024 from Sacramento to Davis $22 leaving 5:00 PM,613,,1,2024-05-09,Thursday,0,Sacramento,Davis
,,"RIDE!! Palo Alto ➜ SJ 11:15 AM $20
anyone?",614,,,,,0,RIDE!! Palo Alto,San Jose
,,#drive01232025 from Fremont to Sacramento $10 leaving 7:10 PM,615,,0,2025-01-23,Thursday,10,Fremont,Sacramento
,,#drive07232024 Need a drive Sacramento-San Francisco. Budget thx,616,,0,2024-07-23,Tuesday,0,#drive07232024 Need a drive Sacramento,San Francisco
,,from Sacramento to SF | 10PM | $10-20 | 1 seat,617,,,,,0,Sacramento,San Francisco
,,Sacramento -> Sunnyvale | 10:20 AM | $18 | 1 seat flexible time,618,,,,,0,Sacramento,Sunnyvale
,,#ride01202024 Palo Alto-Davis  leaving 8AM 😊,619,,1,2024-01-20,Saturday,0,#ride01202024 Palo Alto,Davis
,,#drive10092025 Need a drive Sunnyvale ➜ Palo Alto. Budget $40,620,,0,2025-10-09,Thursday,40,#drive10092025 Need a drive Sunnyvale,Palo
,,#drive05122025 #drive05142025 Berkeley to Oakland | 4PM |  | 1 seat,621,,0,2025-05-12,Monday,0,#drive05122025 #drive05142025 Berkeley,Oakland
,,#ride02282025 #ride03072025 Fremont to San Jose $22 leaving 7AM,622,,1,2025-02-28,Friday,0,#ride02282025 #ride03072025 Fremont,San Jose
,,#drive04072025 #drive04092025 Need a drive Palo Alto to Fremont. Budget 35 dollars,623,,0,2025-04-07,Monday,35,#drive04072025 #drive04092025 Need a drive Palo Alto,Fremont
,,"#drive11232024 Need a drive Davis ➜ Sacramento. Budget
comment below",624,,0,2024-11-23,Saturday,0,#drive11232024 Need a drive Davis,Sacramento
,,#ride02292024 Need a ride from Davis to San Francisco. Budget pls,625,,1,2024-02-29,Thursday,0,Davis,San Francisco
,,#ride03012025 Need a ride Fremont ➜ Palo Alto. Budget $10,626,,1,2025-03-01,Saturday,0,#ride03012025 Need a ride Fremont,Palo
,,#ride02252025 #ride02262025 Fremont -> San Jose | 1:15 PM | $40 | 1 seat thx,627,,1,2025-02-25,Tuesday,0,#ride02252025 #ride02262025 Fremont,San Jose
,,#ride04062025  Fremont-Sunnyvale  |  12PM  |  $20  |  1  seat,628,,1,2025-04-06,Sunday,0,#ride04062025 Fremont,Sunnyvale
,,#ride04062024 Need a ride from Fremont to Sacramento. Budget,629,,1,2024-04-06,Saturday,0,Fremont,Sacramento
,,#ride12092024 #ride12162024 from Fremont to Sacramento | 10:15 PM | $20 | 1 seat,630,,1,2024-12-09,Monday,0,Fremont,Sacramento
,,#ride06272025 Davis to Berkeley | 11AM | $18 | 1 seat,631,,1,2025-06-27,Friday,0,#ride06272025 Davis,Berkeley
,,from San Jose to Fremont | 3:10 PM | $20 | 1 seat,632,,,,,0,San Jose,Fremont
,,#drive09062024 Berkeley -> Sunnyvale | 10:10 PM | $30 | 1 saet pls,633,,0,2024-09-06,Friday,30,#drive09062024 Berkeley,Sunnyvale
,,#drive09072024 DRIVE!! Oakland ➜ Palo Alto 12:45 PM $25 !!,634,,0,2024-09-07,Saturday,25,#drive09072024 DRIVE!! Oakland,Palo
,,#ride01162025 RIDE!! San Francisco -> Fremont 10:40 PM 40 dollars,635,,1,2025-01-16,Thursday,0,#ride01162025 RIDE!! San Francisco,Fremont
,,DRIVE!! Sacramento -> San Francisco 6:15 AM $15-20,636,,,,,0,DRIVE!! Sacramento,San Francisco
,,#ride03292024 #ride03312024 Berkeley -> San Jose | 12:20 PM |  | 1 seat,637,,1,2024-03-29,Friday,0,#ride03292024 #ride03312024 Berkeley,San Jose
,,"#ride06092025  RIDE!!  San  Jose  ➜  San  Francisco  7AM
anyone?",638,,1,2025-06-09,Monday,0,#ride06092025 RIDE!! San Jose,San
,,#drive08282024 Need a drive San Francisco to Fremont. Budget $20,639,,0,2024-08-28,Wednesday,20,#drive08282024 Need a drive San Francisco,Fremont
,,#ride08032025 San Francisco to Oakland | 9AM | $18 | 1 seat,640,,1,2025-08-03,Sunday,0,#ride08032025 San Francisco,Oakland
,,#drive07202025 from San Jose to Oakland $15-25 leaving 12PM,641,,0,2025-07-20,Sunday,20,San Jose,Oakland
,,"#ride07092024 Sunnyvale ➜ San Jose | 6PM | $22 | 1 seat
comment below",642,,1,2024-07-09,Tuesday,0,#ride07092024 Sunnyvale,San Jose
,,#drive12152025 DRIVE!! Davis to Berkeley 11:00 AM $18,643,,0,2025-12-15,Monday,18,#drive12152025 DRIVE!! Davis,Berkeley
,,"#drive09092024 #drive09162024 San Francisco ➜ Fremont | 8PM | $15 | 1 seat 🚗
flexible time",644,,0,2024-09-09,Monday,15,#drive09092024 #drive09162024 San Francisco,Fremont
,,#ride12162025 San Francisco to Sunnyvale | 2:00 PM | $30 | 1 seat pls,645,,1,2025-12-16,Tuesday,0,#ride12162025 San Francisco,Sunnyvale
,,#drive12282025  DRIVE!!  from  Palo  Alto  to  Fremont  7AM  $22,646,,0,2025-12-28,Sunday,22,Palo Alto,Fremont
,,#ride07162025 Need a ride Oakland -> Davis. Budget $22-27 😊,647,,1,2025-07-16,Wednesday,0,#ride07162025 Need a ride Oakland,Davis
,,#drive09152024  Need  a  drive  Davis-Fremont.  Budget  $15-25,648,,0,2024-09-15,Sunday,20,#drive09152024 Need a drive Davis,Fremont
,,#ride09072025 Davis-San Jose | 7AM | $30 | 1 seat,649,,1,2025-09-07,Sunday,0,#ride09072025 Davis,San Jose
,,"#ride03122025 from San Francsico to Berkeley | 6AM | $25 | 1 seat 🚗
flexible time",650,,1,2025-03-12,Wednesday,0,San Francsico,Berkeley
,,#drive11252024 DRIVE!! Fremont -> Sacramento 11AM 😊,651,,0,2024-11-25,Monday,0,#drive11252024 DRIVE!! Fremont,Sacramento
,,#drive10112024  #drive10122024  Need  a  drive  from  Sacramento  to  Palo  Alto.  Budget,652,,0,2024-10-11,Friday,0,Sacramento,Palo
,,#drive06162025 from Berkeley to SJ | 7:10 AM | $10 | 1 seat,653,,0,2025-06-16,Monday,10,Berkeley,San Jose
,,#drive12292025 Fremont -> Sunnyvale 25 dollars leaving 6:15 PM,654,,0,2025-12-29,Monday,25,#drive12292025 Fremont,Sunnyvale
,,#ride07072024 RIDE!! from Oakland to San Francisco 6PM $12,655,,1,2024-07-07,Sunday,0,Oakland,San Francisco
,,#ride04232025 Need a ride Palo Alto -> Sunnyvale. Budget $30,656,,1,2025-04-23,Wednesday,0,#ride04232025 Need a ride Palo Alto,Sunnyvale
,,#ride10082025 RIDE!! Berkeley -> San Jose 11AM $35 pls,657,,1,2025-10-08,Wednesday,0,#ride10082025 RIDE!! Berkeley,San Jose
,,#ride11032024 RIDE!! Berkeley ➜ Davis 10:30 AM $40,658,,1,2024-11-03,Sunday,0,#ride11032024 RIDE!! Berkeley,Davis
,,#ride04062025  Sunnyvale  ➜  Palo  Alto  |  4PM  |  $25  |  1  seat,659,,1,2025-04-06,Sunday,0,#ride04062025 Sunnyvale,Palo
,,#drive12252025 #drive12262025 Berkeley ➜ Sunnyvale $25 leaving 1:20 PM,660,,0,2025-12-25,Thursday,25,#drive12252025 #drive12262025 Berkeley,Sunnyvale
,,#ride10282024 Fremont ➜ Sacramento $25 leaving 6AM,661,,1,2024-10-28,Monday,0,#ride10282024 Fremont,Sacramento
,,#ride06232024 Palo Alto to Davis | 9AM | $20 | 1 seat,662,,1,2024-06-23,Sunday,0,#ride06232024 Palo Alto,Davis
,,"#drive04152024 Oakland to Sac | 9PM | $30 | 1 seat
pm me",663,,0,2024-04-15,Monday,30,#drive04152024 Oakland,Sacramento
,,"#drive08172025 Oakland to San Francisco | 4:20 PM | $40 | 1 seat
comment below",664,,0,2025-08-17,Sunday,40,#drive08172025 Oakland,San Francisco
,,#drive03032024 Sunnyvale -> Sacramento | 12:40 PM | $12-20 | 1 seat 😊,665,,0,2024-03-03,Sunday,16,#drive03032024 Sunnyvale,Sacramento
,,#ride04272025 Need a ride Davis -> Fremont. Budget $15,666,,1,2025-04-27,Sunday,0,#ride04272025 Need a ride Davis,Fremont
,,#ride06072025 San Jose to Davis | 9:00 AM | $40 | 1 seat,667,,1,2025-06-07,Saturday,0,#ride06072025 San Jose,Davis
,,"#ride08142025 Need a ride Davis to Fremont. Budget $30
flexible time",668,,1,2025-08-14,Thursday,0,#ride08142025 Need a ride Davis,Fremont
,,#drive03302024 Need a drive San Francisco -> Sunnyvale. Budget $18 thx,669,,0,2024-03-30,Saturday,18,#drive03302024 Need a drive San Francisco,Sunnyvale
,,#drvie06172025 San Jose-SJ | 9:40 PM | $30-40 | 1 seat,670,,,,,0,#drvie06172025 San Jose,San Jose
,,#ride06082024 Need a ride Sacramento-Fremont. Budget $22,671,,1,2024-06-08,Saturday,0,#ride06082024 Need a ride Sacramento,Fremont
,,#ride12222024 San Francisco -> Palo Alto | 3PM | $10 | 1 seat,672,,1,2024-12-22,Sunday,0,#ride12222024 San Francisco,Palo
,,#ride12072025 Need a ride Fremont-Sacramento. Budget 18 dollars,673,,1,2025-12-07,Sunday,0,#ride12072025 Need a ride Fremont,Sacramento
,,Oakland-Sunnyvale $18 leaving 6:50 AM 🚗,674,,,,,0,Oakland,Sunnyvale
,,"#ride07172025 RIDE!! San Jose to Berkeley 9PM $12
comment below",675,,1,2025-07-17,Thursday,0,#ride07172025 RIDE!! San Jose,Berkeley
,,#drive08042025 DRIVE!! SJ ➜ Berkeley 9:45 PM $40,676,,0,2025-08-04,Monday,40,#drive08042025 DRIVE!! SJ,Berkeley
,,#ride11122025 RIDE!! from Oakland to Berkelye 8:40 PM 15 dollars !!,677,,1,2025-11-12,Wednesday,0,Oakland,Berkelye
,,#ride09282025 Sacramento-Sunnyvale | 9AM | $30 | 1 seat,678,,1,2025-09-28,Sunday,0,#ride09282025 Sacramento,Sunnyvale
,,#ride04262025 Need a ride from Fremont to Berkeley. Budget $10 thx,679,,1,2025-04-26,Saturday,0,Fremont,Berkeley
,,Oakland -> Davis | 6:30 PM | $35 | 1 seat,680,,,,,0,Oakland,Davis
,,#drive10172024 #drive10202024 Berkeley to Sacramento | 7PM | $22 | 1 seat ocmment below,681,,0,2024-10-17,Thursday,22,#drive10172024 #drive10202024 Berkeley,Sacramento
,,#drive01292025 Fremont -> San Francisco | 1PM | $15 | 1 seat pls,682,,0,2025-01-29,Wednesday,15,#drive01292025 Fremont,San Francisco
,,#drive10022024 DRIVE!! Sacramento ➜ San Jose 10AM $22,683,,0,2024-10-02,Wednesday,22,#drive10022024 DRIVE!! Sacramento,San Jose
,,#drive05232025 from Palo Alto to San Jose | 12PM | $22 | 1 seat thx,684,,0,2025-05-23,Friday,22,Palo Alto,San Jose
,,#ride02242024 San Francisco -> Fremont | 8:10 PM | $30-35 | 1 seat,685,,1,2024-02-24,Saturday,0,#ride02242024 San Francisco,Fremont
,,#drive08162024 from Sacramento to Palo Alto  |4PM | $35 | 1 seat,686,,0,2024-08-16,Friday,35,Sacramento,Palo
,,#drive05302024 #drive06022024 Need a drive San Francisco ➜ Sacramento. Budget thx,687,,0,2024-05-30,Thursday,0,#drive05302024 #drive06022024 Need a drive San Francisco,Sacramento
,,#drive03082024 #drive03102024 from Sacramento to SF $15 leaving 4:00 PM !!,688,,0,2024-03-08,Friday,15,Sacramento,San Francisco
,,#ride02142025 SJ ➜ Sacramento $25 leaving 2PM,689,,1,2025-02-14,Friday,0,#ride02142025 SJ,Sacramento
,,#ride12152025 Sacramento-Palo Alto | 10PM | $40 | 1 seat,690,,1,2025-12-15,Monday,0,#ride12152025 Sacramento,Palo
,,#ride02202025 Need a ride Berkeley -> Sac. Budget $12-22 thx,691,,1,2025-02-20,Thursday,0,#ride02202025 Need a ride Berkeley,Sacramento
,,#drive03222024 DRIVE!! San Francisco ➜ Oakland 10PM 30 dollars,692,,0,2024-03-22,Friday,30,#drive03222024 DRIVE!! San Francisco,Oakland
,,#drive03022025 DRIVE!! Palo Alto -> Fremont 8:10 AM,693,,0,2025-03-02,Sunday,0,#drive03022025 DRIVE!! Palo Alto,Fremont
,,#drive07182024 Need a drive Oakland ➜ San Jose. Budget,694,,0,2024-07-18,Thursday,0,#drive07182024 Need a drive Oakland,San Jose
,,#ride09182025 San Jose ➜ Berkeley | 4PM | | 1 seat,695,,1,2025-09-18,Thursday,0,#ride09182025 San Jose,Berkeley
,,#drive11102024 #drive11112024 Davis ➜ Oakland $20-25 leaving 3:45 PM,696,,0,2024-11-10,Sunday,22,#drive11102024 #drive11112024 Davis,Oakland
,,#ride04282025 Oakland to Palo Alto $10-15 leaving 6PM,697,,1,2025-04-28,Monday,0,#ride04282025 Oakland,Palo
,,#ride04282025  from  Davis  to  Sunnyvale    leaving  9:30  AM,698,,1,2025-04-28,Monday,0,Davis,Sunnyvale
,,#ride04072025 Need a ride Fremont ➜ Palo Alto. Budget $35,699,,1,2025-04-07,Monday,0,#ride04072025 Need a ride Fremont,Palo
,,"#drive11062025 Need a drive San Francisco-Palo Alto. Budget
pm me",700,,0,2025-11-06,Thursday,0,#drive11062025 Need a drive San Francisco,Palo
,,#drive02112025 Need a drive Berkeley-San Jose. Budget 22 dollars,701,,0,2025-02-11,Tuesday,22,#drive02112025 Need a drive Berkeley,San Jose
,,#ride06122024 RIDE!! Palo Alto ➜ Sacramento 3PM $18 !!,702,,1,2024-06-12,Wednesday,0,#ride06122024 RIDE!! Palo Alto,Sacramento
,,"#drive04262025 Sunnyvale ➜ Berkeley | 10:10 PM | $30-40 | 1 seat pls
comment below",703,,0,2025-04-26,Saturday,35,#drive04262025 Sunnyvale,Berkeley
,,"#drive10212024 #drive10242024 DRIVE!! Oakland ➜ Sunnyvale 12PM $25 !!
anyone?",704,,0,2024-10-21,Monday,25,#drive10212024 #drive10242024 DRIVE!! Oakland,Sunnyvale
,,#drive06022025  DRIVE!!  San  Jose  ➜  San  Francisco  7:45  AM  $22,705,,0,2025-06-02,Monday,22,#drive06022025 DRIVE!! San Jose,San
,,#ride03062024 Need a ride from San Francisco to Sunnyvale. Budget $30,706,,1,2024-03-06,Wednesday,0,San Francisco,Sunnyvale
,,#drive06152024 DRIVE!! Palo Alto -> Oakland 5PM $35-40,707,,0,2024-06-15,Saturday,38,#drive06152024 DRIVE!! Palo Alto,Oakland
,,#ride02272025 Berkeley-Palo Alto 25 dollars leaving 3:50 PM,708,,1,2025-02-27,Thursday,0,#ride02272025 Berkeley,Palo
,,#drive06112024 Berkeley-Oakland $18 leaving 11AM,709,,0,2024-06-11,Tuesday,18,#drive06112024 Berkeley,Oakland
,,#drive11022024 SF to Palo Alto $25 leaving 6PM,710,,0,2024-11-02,Saturday,25,#drive11022024 SF,Palo
,,#ride12212025 Need a ride Fremont-Sacramento. Budget $15,711,,1,2025-12-21,Sunday,0,#ride12212025 Need a ride Fremont,Sacramento
,,#drive02172025 Need a drive Sacramento-Fremont. Budget $10,712,,0,2025-02-17,Monday,10,#drive02172025 Need a drive Sacramento,Fremont
,,"#ride09192025 Need a ride Fremont ➜ Oakland. Budget $40
comment below",713,,1,2025-09-19,Friday,0,#ride09192025 Need a ride Fremont,Oakland
,,#rdive12252024 Palo Alto -> Fremont  leaving 8:30 PM,714,,,,,0,#rdive12252024 Palo Alto,Fremont
,,from  Palo  Alto  to  Oakland  $15  leaving  7PM,715,,,,,0,Palo Alto,Oakland
,,Sunnyvale to Palo Alto | 6AM | $20 | 1 seat,716,,,,,0,Sunnyvale,Palo
,,#drive01082024 #drive01112024 from Sunnyvale to Berkeley $30 leaving 12:10 PM pls flexible time,717,,0,2024-01-08,Monday,30,Sunnyvale,Berkeley
,,#ride03122025 Palo Alto -> Oakland  leaving 8:15 AM,718,,1,2025-03-12,Wednesday,0,#ride03122025 Palo Alto,Oakland
,,#ride08112025 Palo Alto to Oakland | 9:00 PM | $20 | 1 seat,719,,1,2025-08-11,Monday,0,#ride08112025 Palo Alto,Oakland
,,#ride02042025 Need a ride Oakland-Berkeley. Budget 12 dollars,720,,1,2025-02-04,Tuesday,0,#ride02042025 Need a ride Oakland,Berkeley
,,#ride03272025  San  Jose  to  SF  $20-30  leaving  6:30  PM,721,,1,2025-03-27,Thursday,0,#ride03272025 San Jose,San Francisco
,,#ride11132025 from Sacramento to Sac | 6PM | $40-48 | 1 seat,722,,1,2025-11-13,Thursday,0,Sacramento,Sacramento
,,Need  a  drive  Berkeley-Fremont.  Budget  🚗,723,,,,,0,Need a drive Berkeley,Fremont
,,#ride09042025 from Sacramento to SJ $30 leaving 10PM !!,724,,1,2025-09-04,Thursday,0,Sacramento,San Jose
,,#drive09232025 #drive09252025 Sunnyvale to Berkeley | 2:00 PM | $20-25 | 1 seat !! anyone?,725,,0,2025-09-23,Tuesday,22,#drive09232025 #drive09252025 Sunnyvale,Berkeley
,,"#drive12012025 DRIVE!! Davis-Palo Alto 1:00 PM $22 !!
pm me",726,,0,2025-12-01,Monday,22,#drive12012025 DRIVE!! Davis,Palo
,,#ride08222024 RIDE!! Oakland-Berkeley 6PM $25 🚗,727,,1,2024-08-22,Thursday,0,#ride08222024 RIDE!! Oakland,Berkeley
,,#drive05052024 Need a drive Palo Alto to Berkeley. Budget $18-28,728,,0,2024-05-05,Sunday,23,#drive05052024 Need a drive Palo Alto,Berkeley
,,#ride10052024  from  Sunnyvale  to  Berkeley  |  1PM  |  $40  |  1  seat  !!,729,,1,2024-10-05,Saturday,0,Sunnyvale,Berkeley
,,#ride12162024 RIDE!! Oakland-Sacramento 11AM $25,730,,1,2024-12-16,Monday,0,#ride12162024 RIDE!! Oakland,Sacramento
,,#ride01092025 #ride01112025 Need a ride from Sacramento to Berkeley. Budget $30,731,,1,2025-01-09,Thursday,0,Sacramento,Berkeley
,,#drive01222024 #drive01242024 Sacramento to Davis | 2PM | $10 | 1 seat,732,,0,2024-01-22,Monday,10,#drive01222024 #drive01242024 Sacramento,Davis
,,#ride11182024 Need a ride Oakland to San Francisco. Budget $15 !!,733,,1,2024-11-18,Monday,0,#ride11182024 Need a ride Oakland,San Francisco
,,#ride12242025 #ride12262025 Need a ride Davis to Sac. Budget $30,734,,1,2025-12-24,Wednesday,0,#ride12242025 #ride12262025 Need a ride Davis,Sacramento
,,#ride10282025 RIDE!! San Jose to SF 11:20 AM 2 0dollars,735,,1,2025-10-28,Tuesday,0,#ride10282025 RIDE!! San Jose,San Francisco
,,#ride01092024 Need a ride from Davis to Palo Alto. Budget $22 😊,736,,1,2024-01-09,Tuesday,0,Davis,Palo
,,#ride01132025 Palo Alto ➜ San Jose | 1PM | $25-35 | 1 seat,737,,1,2025-01-13,Monday,0,#ride01132025 Palo Alto,San Jose
,,#drive09232025 San Jose -> Palo Alto | 7:30 AM | $15-20 | 1 seat,738,,0,2025-09-23,Tuesday,18,#drive09232025 San Jose,Palo
,,#ride09232024  Need  a  ride  San  Francisco  to  Sunnyvale.  Budget  $15,739,,1,2024-09-23,Monday,0,#ride09232024 Need a ride San Francisco,Sunnyvale
,,#drive06302024 DRIVE!! Fremont to Palo Alto 10PM $20,740,,0,2024-06-30,Sunday,20,#drive06302024 DRIVE!! Fremont,Palo
,,#drive04062025  DRIVE!!  Berkeley  ➜  San  Jose  9AM  $12,741,,0,2025-04-06,Sunday,12,#drive04062025 DRIVE!! Berkeley,San
,,#drive09112025 DRIVE!! Sunnyvale-Palo Alto 8AM $35,742,,0,2025-09-11,Thursday,35,#drive09112025 DRIVE!! Sunnyvale,Palo
,,"#ride02232025 San Jose to Oakland | 8AM | $40 | 1 seat !!
flexible time",743,,1,2025-02-23,Sunday,0,#ride02232025 San Jose,Oakland
,,#ride07072025 Fremont-Sunnyvale | 8AM | $15 | 1 seat,744,,1,2025-07-07,Monday,0,#ride07072025 Fremont,Sunnyvale
,,#drive03242024 Palo Alto to San Jose leaving 7PM,745,,0,2024-03-24,Sunday,0,#drive03242024 Palo Alto,San Jose
,,"#ride06212025 #ride06242025 Fremont to Berkeley | 3:30 PM |  | 1 seat
flexible time",746,,1,2025-06-21,Saturday,0,#ride06212025 #ride06242025 Fremont,Berkeley
,,#drive09122025 San Jose ➜ Palo Alto | 3PM | $12-20 | 1 seat 😊,747,,0,2025-09-12,Friday,16,#drive09122025 San Jose,Palo
,,#drive08102024  Sunnyvale  ➜  Frmeont  $12  leaving  10PM  🚗,748,,0,2024-08-10,Saturday,12,#drive08102024 Sunnyvale,Frmeont
,,#ride04022024 RIDE!! Sacramento to Oakland 12PM 30 dollars pls,749,,1,2024-04-02,Tuesday,0,#ride04022024 RIDE!! Sacramento,Oakland
,,#ride01272025 Fremont -> Oakland | 12:15 PM | $22 | 1 seat comment below,750,,1,2025-01-27,Monday,0,#ride01272025 Fremont,Oakland
,,#drive07172024 #drive07192024 Need a driev Sacramento to San Francisco. Budget $12,751,,0,2024-07-17,Wednesday,12,#drive07172024 #drive07192024 Need a driev Sacramento,San Francisco
,,#drive11222025 Sunnyvale-Fremont 10 dollars leaving 8:20 AM,752,,0,2025-11-22,Saturday,10,#drive11222025 Sunnyvale,Fremont
,,"#drive12212024 Davis ➜ San Jose $30 leavnig 9PM
comment below",753,,0,2024-12-21,Saturday,30,#drive12212024 Davis,San Jose
,,"#ride05082024 #ride05152024 RIDE!! from San Jose to Oakland 2PM 22 dollars !!
flexible time",754,,1,2024-05-08,Wednesday,0,San Jose,Oakland
,,#drive12182024  Davis-San  Jose  $15  leaving  7AM,755,,0,2024-12-18,Wednesday,15,#drive12182024 Davis,San
,,Sacramento to Berkeley | 2:50 PM | $20 | 1 seat,756,,,,,0,Sacramento,Berkeley
,,#ride03122025 Fremont-Sunnyvale | 8:00 AM | $10 | 1 seat 😊,757,,1,2025-03-12,Wednesday,0,#ride03122025 Fremont,Sunnyvale
,,#drive09182024 Palo Alto -> Sacramento $15 leaving 11:10 AM,758,,0,2024-09-18,Wednesday,15,#drive09182024 Palo Alto,Sacramento
,,#ride05502025  San  Jose  ➜  Palo  Alto  $10  leaving  9:45  AM,759,,1,,,0,#ride05502025 San Jose,Palo
,,"#ride11302024 RIDE!! Palo Alto to San Francisco 6AM $40
comment below",760,,1,2024-11-30,Saturday,0,#ride11302024 RIDE!! Palo Alto,San Francisco
,,"#ride06072024 Need a ride from Sunnyvale to SF. Budget $30
comment below",761,,1,2024-06-07,Friday,0,Sunnyvale,San Francisco
,,#drive09152025 Fremont -> San Francisco | 11AM | $22 | 1 seat thx,762,,0,2025-09-15,Monday,22,#drive09152025 Fremont,San Francisco
,,#drive04242024 from Berkeley to Palo Alto $15-20 leaving 10:00 AM 😊,763,,0,2024-04-24,Wednesday,18,Berkeley,Palo
,,#ride09302025 RIDE!! San Jose-Berkeley 10:40 PM 15 dollars 🚗,764,,1,2025-09-30,Tuesday,0,#ride09302025 RIDE!! San Jose,Berkeley
,,#ride01242025  Need  a  ride  Palo  Alto  ➜  Sacramento.  Budget  $15,765,,1,2025-01-24,Friday,0,#ride01242025 Need a ride Palo Alto,Sacramento
,,#drive11122024 Davis ➜ SF $12 leaving 6PM,766,,0,2024-11-12,Tuesday,12,#drive11122024 Davis,San Francisco
,,#ride05042024 Need a ride San Jose -> Davis. Budget 🚗,767,,1,2024-05-04,Saturday,0,#ride05042024 Need a ride San Jose,Davis
,,#ride03112024 from San Francisco to Fremont | 1:00 PM | $30 | 1 seat,768,,1,2024-03-11,Monday,0,San Francisco,Fremont
,,#drive01262024 Sunnyvale -> Sacramento $18 leaving 9PM,769,,0,2024-01-26,Friday,18,#drive01262024 Sunnyvale,Sacramento
,,#drive08282025 Davis-Palo Alto | 4PM | $20 | 1 seat,770,,0,2025-08-28,Thursday,20,#drive08282025 Davis,Palo
,,#drive02202025 Davis -> Oakland 35 dollars leaving 5PM,771,,0,2025-02-20,Thursday,35,#drive02202025 Davis,Oakland
,,#drive05022025  Berkeley  ➜  Sunnyvale  $10  leaving  5PM,772,,0,2025-05-02,Friday,10,#drive05022025 Berkeley,Sunnyvale
,,#drive03252024 from Palo Alto to Sunnyvale | 7:40 AM | $15-23 | 1 seat thx,773,,0,2024-03-25,Monday,19,Palo Alto,Sunnyvale
,,#ride06092024  Need  a  ride  SJ-Sunnyvale.  Budget  $22,774,,1,2024-06-09,Sunday,0,#ride06092024 Need a ride SJ,Sunnyvale
,,#ride08222024 RIDE!! from Sunnyvale to Berkeley 4PM $15,775,,1,2024-08-22,Thursday,0,Sunnyvale,Berkeley
,,#ride03232025 Davis- > Fremont $15 leaving 6:50 PM,776,,1,2025-03-23,Sunday,0,#ride03232025 Davis,>
,,#drive06242024 Need a drive Sacramento ➜ Oakland. Budget $22,777,,0,2024-06-24,Monday,22,#drive06242024 Need a drive Sacramento,Oakland
,,Sunnyvale to Oakland $15 leaving 7:30 AM,778,,,,,0,Sunnyvale,Oakland
,,#drive08172025 DRIVE!! from Davis to Berkeley 3:40 PM $10-20 thx,779,,0,2025-08-17,Sunday,15,Davis,Berkeley
,,"#ride06242025  #ride06272025 Fremont ➜ Berkeley | 7:30 AM | $40-50 | 1 seat
comment below",780,,1,2025-06-24,Tuesday,0,#ride06242025 #ride06272025 Fremont,Berkeley
,,#ride05132025  RIDE!!  San  Francisco-San  Jose  6AM  $25,781,,1,2025-05-13,Tuesday,0,#ride05132025 RIDE!! San Francisco,San
